City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,maues,-3.3836,-57.7186,24.23,63,56,1.16,BR,1722229335
294,sofifi,0.7349,127.576,29.8,66,14,2.39,ID,1722229336
295,pacific grove,36.6177,-121.9166,14.56,88,100,3.09,US,1722229338
296,happy valley-goose bay,53.3168,-60.3315,19.17,68,20,4.12,CA,1722229339
297,new norfolk,-42.7826,147.0587,9.72,43,3,0.31,AU,1722229340
298,kapuskasing,49.4169,-82.4331,22.05,64,75,4.12,CA,1722229341
299,klyuchi,52.2667,79.1667,24.38,43,57,4.39,RU,1722229342
300,turaif,31.6725,38.6637,25.14,36,0,4.12,SA,1722229343
301,biloela,-24.4167,150.5,20.25,17,0,8.1,AU,1722229345
302,kitimat,54.0524,-128.6534,15.21,61,100,1.79,CA,1722229346
303,mangai,-4.05,19.5333,18.66,48,48,1.15,CD,1722229347
304,rikaze,29.25,88.8833,21.44,21,1,0.29,CN,1722229348
305,beni,0.5,29.4667,17.18,96,45,0.51,CD,1722229349
306,kenora,49.8167,-94.4337,21.54,68,40,3.09,CA,1722229350
307,ilebo,-4.3167,20.5833,18.52,41,58,0.64,CD,1722229352
308,sogamoso,5.7143,-72.9339,10.43,95,55,1.42,CO,1722229353
309,semera,11.501,41.201,29.37,52,50,2.33,ET,1722229354
310,targu carbunesti,44.95,23.5167,24.08,44,0,0.51,RO,1722229355
311,mount gambier,-37.8333,140.7667,12.52,55,63,2.27,AU,1722229356
312,jinghong,21.991,100.7341,23.47,99,100,0.86,CN,1722229358
313,lebu,-37.6167,-73.65,4.56,68,17,5.51,CL,1722229359
314,egilsstadir,65.2653,-14.3948,13.95,67,75,6.69,IS,1722229360
315,queenstown,-31.8976,26.8753,-0.2,69,3,2.96,ZA,1722229361
316,altai,46.3722,96.2583,23.98,24,35,1.16,MN,1722229362
317,shalqar,47.8333,59.6,27.07,26,43,6.01,KZ,1722229363
318,cockburn town,21.4612,-71.1419,27.63,82,100,7.71,TC,1722229365
319,meulaboh,4.1363,96.1285,28.74,66,100,1.22,ID,1722229366
320,sur,22.5667,59.5289,32.85,60,95,2.81,OM,1722229367
321,dunedin,-45.8742,170.5036,8.22,99,100,5.73,NZ,1722229368
322,lundazi,-12.2929,33.1782,14.57,32,0,2.21,ZM,1722229369
323,saipan,15.1355,145.701,29.32,73,39,3.32,MP,1722229370
324,kinablangan,7.6947,126.5503,28.2,80,58,3.44,PH,1722229372
325,vadso,70.0744,29.7487,15.49,94,40,6.69,NO,1722229373
326,mana,5.6592,-53.7767,24.55,87,13,4.11,GF,1722229374
327,saint-joseph,-21.3667,55.6167,22.21,67,5,1.93,RE,1722229375
328,upington,-28.4478,21.2561,0.21,80,0,0.51,ZA,1722229376
329,nishinoomote,30.7333,131.0,31.31,79,40,5.66,JP,1722229378
330,porto seguro,-16.4497,-39.0647,21.29,88,40,1.03,BR,1722229379
331,chibougamau,49.9168,-74.3659,19.79,64,0,3.6,CA,1722229296
332,alice springs,-23.7,133.8833,16.75,25,0,7.2,AU,1722229381
333,lamu,-2.2717,40.902,25.35,81,60,6.42,KE,1722229382
334,bereznik,62.8551,42.7072,13.5,72,100,2.5,RU,1722229383
335,kattivakkam,13.2167,80.3167,33.41,63,98,8.86,IN,1722229385
336,bryne,58.7354,5.6477,12.54,95,0,1.03,NO,1722229386
337,zaysan,47.4667,84.8667,32.42,30,48,4.36,KZ,1722229387
338,bandon,51.7469,-8.7425,12.77,94,54,1.42,IE,1722229388
339,kununurra,-15.7667,128.7333,28.99,28,88,4.63,AU,1722229389
340,ottawa,45.4112,-75.6981,19.86,83,3,0.69,CA,1722228692
341,serro,-18.6047,-43.3794,13.39,82,29,1.23,BR,1722229272
342,ponta delgada,37.7333,-25.6667,23.4,94,75,4.12,PT,1722229393
343,baiti,13.745,-14.7482,25.16,84,100,2.75,SN,1722229394
344,privolzhskiy,51.4,46.0333,25.73,31,95,4.68,RU,1722229203
345,lai,9.3952,16.2989,21.54,95,98,1.8,TD,1722229396
346,hithadhoo,-0.6,73.0833,28.96,71,100,4.57,MV,1722229398
347,minas de marcona,-15.2119,-75.1103,9.98,90,32,3.62,PE,1722229399
348,kirkland lake,48.1446,-80.0377,20.16,73,99,1.03,CA,1722229400
349,upper hutt,-41.1383,175.0502,14.8,71,100,3.78,NZ,1722229401
350,colonia,50.9333,6.95,14.98,89,13,1.33,DE,1722229402
351,taoudenni,22.6783,-3.9836,36.25,12,34,3.47,ML,1722229403
352,kloulklubed,7.0419,134.2556,28.56,70,96,2.13,PW,1722229405
353,yelabuga,55.7613,52.0649,16.75,63,100,3.03,RU,1722229406
354,rehoboth,-23.3167,17.0833,2.8,55,0,1.21,NA,1722229407
355,ust-nera,64.5667,143.2,22.77,35,100,3.47,RU,1722229408
356,akobo,7.4344,3.9497,20.98,97,100,1.46,NG,1722229409
357,malvan,16.0667,73.4667,28.07,85,74,10.88,IN,1722229410
358,machico,32.7,-16.7667,23.35,80,40,2.06,PT,1722229412
359,bamboo flat,11.7,92.7167,31.05,74,75,8.3,IN,1722229413
360,vila franca do campo,37.7167,-25.4333,23.23,93,64,1.57,PT,1722229414
361,xiva,41.3783,60.3639,25.99,17,98,7.03,UZ,1722229415
362,kuqa,41.7278,82.9364,36.41,16,100,0.95,CN,1722229215
363,mithi,24.7318,69.7981,32.25,62,97,4.79,PK,1722229417
364,tubarjal,30.4999,38.216,28.22,35,0,6.88,SA,1722229419
365,sines,37.9562,-8.8698,19.27,92,94,1.53,PT,1722229420
366,arochukwu,5.3898,7.914,22.48,97,100,0.99,NG,1722229421
367,mejit,10.2753,170.8646,24.89,93,100,3.52,MH,1722229422
368,terrace,54.5163,-128.6035,14.95,100,100,2.06,CA,1722229270
369,dinguiraye,11.3,-10.7167,20.84,97,90,1.69,GN,1722229425
370,bich'vinta,43.1592,40.3378,22.1,61,0,5.82,GE,1722229426
371,yakeshi,49.2833,120.7333,29.99,35,16,3.68,CN,1722229427
372,prado,-17.3411,-39.2208,22.8,79,0,2.08,BR,1722229428
373,brisas de zicatela,15.8369,-97.0419,26.85,86,100,1.87,MX,1722229429
374,morehead city,34.7229,-76.726,23.9,81,0,0.0,US,1722229178
375,yamada,39.4667,141.95,27.79,71,100,5.71,JP,1722229432
376,monticello,45.3055,-93.7941,21.23,94,75,2.06,US,1722229433
377,la sarre,48.8002,-79.1996,17.56,75,54,3.39,CA,1722229418
378,sidi merouane,36.5206,6.2611,22.71,33,0,0.21,DZ,1722229435
379,saint-philippe,-21.3585,55.7679,22.77,70,4,2.46,RE,1722229436
380,guatrache,-37.6678,-63.5302,1.9,35,0,2.28,AR,1722229439
381,penzance,50.1186,-5.5371,12.38,82,0,3.1,GB,1722229440
382,jijiga,9.35,42.8,19.68,74,79,6.7,ET,1722229441
383,geraldton,-28.7667,114.6,18.23,88,75,3.09,AU,1722229442
384,crane,31.3974,-102.3501,27.35,56,0,9.92,US,1722229444
385,basco,20.4487,121.9702,29.16,72,51,3.48,PH,1722229445
386,gazli,40.1333,63.45,32.41,16,4,11.16,UZ,1722229446
387,vanino,49.0869,140.2543,16.09,95,100,2.65,RU,1722229447
388,shixing,24.9482,114.0657,29.32,76,100,1.56,CN,1722229448
389,alaghsas,17.0187,8.0168,28.28,60,73,3.54,NE,1722229449
390,chonchi,-42.6128,-73.8092,1.73,94,95,0.72,CL,1722229331
391,as sulayyil,20.4607,45.5779,33.14,14,75,8.66,SA,1722229333
392,belomorsk,64.5232,34.7668,13.38,70,0,3.74,RU,1722229453
393,terenozek,45.05,64.9833,27.31,22,8,5.7,KZ,1722229454
394,shendi,16.6915,33.4341,28.67,60,23,7.25,SD,1722229455
395,la'ie,21.6477,-157.9253,26.98,75,41,0.89,US,1722229456
396,balqash,46.8481,74.995,32.33,20,0,3.0,KZ,1722229458
397,trinidad,-14.8333,-64.9,22.25,62,0,1.76,BO,1722229459
398,pariaman,-0.619,100.12,32.03,72,99,3.25,ID,1722229460
399,karratha,-20.7377,116.8463,27.06,18,2,5.15,AU,1722229461
400,conceicao do araguaia,-8.2578,-49.2647,21.41,46,4,0.89,BR,1722229227
401,jinchang,38.4953,102.1739,25.22,28,100,7.93,CN,1722229463
402,kill devil hills,36.0307,-75.676,22.77,79,0,0.0,US,1722229465
403,hami,42.8,93.45,37.73,13,3,0.75,CN,1722229466
404,axim,4.8699,-2.2405,23.93,86,100,4.12,GH,1722229467
405,coihueco,-36.6167,-71.8333,1.41,80,0,2.57,CL,1722229468
406,horsham,51.064,-0.3272,15.97,74,0,1.54,GB,1722229469
407,al ghayzah,16.2079,52.176,26.56,84,98,4.37,YE,1722229470
408,sisimiut,66.9395,-53.6735,3.56,95,100,15.52,GL,1722229472
409,tobelo,1.7284,128.0095,28.68,73,31,2.97,ID,1722229473
410,constantia,44.1833,28.65,24.38,45,0,4.53,RO,1722229367
411,arteixo,43.3048,-8.5075,19.72,96,20,0.0,ES,1722229475
412,nuuk,64.1835,-51.7216,3.34,93,100,16.46,GL,1722229476
413,williams lake,52.1415,-122.1445,19.76,65,75,3.09,CA,1722229282
414,gazipasa,36.2694,32.3179,30.05,35,0,1.03,TR,1722229481
415,ascencion de guarayos,-15.8963,-63.1881,20.99,59,16,0.75,BO,1722229482
416,plettenberg bay,-34.0527,23.3716,8.51,69,69,4.7,ZA,1722229484
417,onega,63.9061,38.1404,14.04,66,48,3.0,RU,1722229485
418,saacow,1.6279,42.4407,24.96,77,30,6.28,SO,1722229486
419,three points,32.0767,-111.3137,26.84,75,100,4.58,US,1722229488
420,sokoni,-6.4333,39.55,22.92,79,31,4.21,TZ,1722229489
421,chapaev,50.2,51.1667,27.47,33,36,5.17,KZ,1722229491
422,raduzhny,62.0961,77.475,24.45,49,80,2.9,RU,1722229492
423,svobodnyy,51.4,128.1333,31.89,32,0,4.02,RU,1722229493
424,solnechnyy,50.7214,136.6319,17.0,80,97,4.41,RU,1722229494
425,alta,69.9689,23.2717,13.59,88,75,6.17,NO,1722229495
426,neijiang,29.5835,105.0622,26.26,84,100,1.88,CN,1722229496
427,bu'aale,1.0833,42.5833,25.44,75,32,4.47,SO,1722229498
428,pisco,-13.7,-76.2167,16.03,88,100,2.57,PE,1722229499
429,pustoshka,56.3355,29.369,11.74,93,100,5.82,RU,1722229500
430,hasaki,35.7333,140.8333,36.27,72,100,3.47,JP,1722229501
431,columbus,39.9612,-82.9988,25.08,84,40,3.09,US,1722229492
432,navlya,52.8281,34.4989,15.22,85,80,5.16,RU,1722229504
433,lhasa,29.65,91.1,20.98,27,1,3.06,CN,1722229505
434,kone,-21.0595,164.8658,22.4,61,100,1.13,NC,1722229506
435,howrah,22.5892,88.3103,32.0,79,75,3.6,IN,1722229507
436,salinas,36.6777,-121.6555,14.44,90,100,5.14,US,1722229508
437,inhambane,-23.865,35.3833,17.99,93,20,0.0,MZ,1722229509
438,sarina,-21.4333,149.2167,22.37,28,0,6.26,AU,1722229511
439,ciudad lazaro cardenas,17.9583,-102.2,26.15,85,100,2.54,MX,1722229512
440,ulladulla,-35.35,150.4667,13.76,53,73,9.19,AU,1722229513
441,bundibugyo,0.7414,30.0417,20.2,84,29,1.01,UG,1722229514
442,shimoda,34.6667,138.95,32.2,65,99,2.16,JP,1722229515
443,auki,-8.7676,160.7034,29.12,64,77,1.08,SB,1722229516
444,broken hill,-31.95,141.4333,12.65,34,2,2.74,AU,1722229351
445,yol,32.1667,76.2,29.39,77,81,1.66,IN,1722229520
446,suihua,46.6406,126.9969,27.08,62,29,4.15,CN,1722229521
447,jaciara,-15.9653,-54.9683,20.74,42,0,1.43,BR,1722229357
448,monte cristo,-31.3431,-63.9444,11.26,36,100,2.88,AR,1722229524
449,jaen,38.0,-3.5,26.63,41,93,0.64,ES,1722229525
450,las khorey,11.1595,48.1967,33.23,49,95,5.21,SO,1722229526
451,kostomuksha,64.571,30.5767,14.97,59,79,3.13,RU,1722229527
452,razole,16.4833,81.8333,31.49,63,89,4.12,IN,1722229528
453,pervomayskoye,43.919,46.7102,26.94,34,69,2.59,RU,1722229529
454,plastun,44.7561,136.2939,23.37,79,89,3.2,RU,1722229531
455,jilib,0.4883,42.7854,26.26,72,12,4.09,SO,1722229532
456,veraval,20.9,70.3667,26.77,91,100,6.74,IN,1722229533
457,walvis bay,-22.9575,14.5053,9.49,100,0,3.6,NA,1722229534
458,labrador city,52.9463,-66.9114,19.54,89,0,5.36,CA,1722229535
459,nuriootpa,-34.4833,139.0,14.24,47,98,2.5,AU,1722229536
460,itaiba,-8.9475,-37.4228,16.73,99,34,2.15,BR,1722229410
461,sechura,-5.5569,-80.8222,17.63,82,17,4.48,PE,1722229539
462,prince rupert,54.3161,-130.3201,13.83,100,100,2.06,CA,1722229540
463,chabua,27.4825,95.1736,27.97,89,100,0.0,IN,1722229541
464,painesville,41.7245,-81.2457,23.39,74,0,2.06,US,1722229542
465,cartagena,10.3997,-75.5144,27.79,89,0,2.06,CO,1722229543
466,uzgen,40.7699,73.3007,29.16,15,1,3.18,KG,1722229545
467,pedro ii,-4.4247,-41.4586,19.05,69,18,1.76,BR,1722229421
468,cuyo,10.8525,121.0086,28.66,72,49,2.92,PH,1722229547
469,ca mau,9.1769,105.15,33.12,55,100,3.84,VN,1722229548
470,goksun,38.021,36.4973,18.27,47,0,4.9,TR,1722229549
471,gebeit,21.0667,36.3167,28.05,49,96,6.89,SD,1722229551
472,afaahiti,-17.75,-149.2833,25.93,81,1,8.85,PF,1722229552
473,bayganin,48.6947,55.8742,27.34,25,12,7.19,KZ,1722229553
474,chifeng,42.2683,118.9636,32.37,37,29,0.62,CN,1722229554
475,xiongzhou,25.1167,114.3,29.06,84,97,0.49,CN,1722229555
476,gornyy,55.1153,83.9059,23.25,64,96,2.24,RU,1722229556
477,chipinge,-20.1883,32.6236,14.64,17,0,1.0,ZW,1722229558
478,al qadarif,14.0349,35.3834,24.49,78,75,5.05,SD,1722229334
479,leticia,-4.2153,-69.9406,24.03,94,20,1.03,CO,1722229271
480,ilek,51.5271,53.3831,21.01,49,73,3.05,RU,1722229561
481,holualoa,19.6228,-155.9522,24.93,74,20,2.57,US,1722229562
482,andergrove,-21.0833,149.1833,22.58,39,0,10.39,AU,1722229563
483,rabaul,-4.1967,152.1721,28.22,75,43,2.08,PG,1722229565
484,richards bay,-28.783,32.0377,18.19,49,96,4.04,ZA,1722229566
485,port isabel,26.0734,-97.2086,28.9,88,1,2.68,US,1722229500
486,rabo de peixe,37.8,-25.5833,22.73,94,75,4.12,PT,1722229568
487,arteche,12.2645,125.4048,27.72,87,45,1.81,PH,1722229569
488,sao joaquim,-28.2939,-49.9317,11.46,97,100,3.43,BR,1722229570
489,porbandar,21.6422,69.6093,27.99,89,100,4.63,IN,1722229572
490,pangai,-19.8,-174.35,22.06,60,20,5.66,TO,1722229573
491,tazacorte,28.629,-17.9293,22.3,92,100,5.66,ES,1722229574
492,luderitz,-26.6481,15.1594,10.2,67,0,7.03,NA,1722229576
493,hatillo,18.4863,-66.8254,26.58,86,100,0.89,PR,1722229577
494,grand falls-windsor,48.9332,-55.6649,20.28,77,1,5.11,CA,1722229407
495,kuraymah,18.55,31.85,32.03,45,100,4.62,SD,1722229581
496,figuig (centre),32.1089,-1.2286,27.79,19,0,3.4,MA,1722229582
497,da nang,16.0678,108.2208,32.99,55,40,3.6,VN,1722229584
498,mitu,1.1983,-70.1733,22.11,99,71,0.96,CO,1722229380
499,anjiang,27.3194,110.1031,25.46,96,100,0.47,CN,1722229586
500,debre sina,9.85,39.7667,14.29,78,84,1.44,ET,1722229587
501,cabedelo,-6.9811,-34.8339,23.37,88,17,5.45,BR,1722229315
502,dedza,-14.3779,34.3332,13.62,26,0,0.44,MW,1722229590
503,moissala,8.3404,17.7663,20.96,97,88,1.36,TD,1722229591
504,an nuhud,12.7,28.4333,25.16,72,76,5.78,SD,1722229592
505,argo,37.6333,22.7333,28.77,36,0,1.75,GR,1722229594
506,boguchany,58.3814,97.4531,28.32,43,5,2.54,RU,1722229597
507,ishim,56.1128,69.4902,17.15,71,74,5.7,RU,1722229598
508,kolonia town,6.964,158.206,32.0,70,100,1.54,FM,1722229599
509,bantay,17.5847,120.3892,29.98,81,100,4.15,PH,1722229600
510,miri,4.4148,114.0089,30.91,64,29,2.2,MY,1722229601
511,kuybyshev,55.4475,78.3218,20.58,62,0,4.12,RU,1722229603
512,wloszczowa,50.8526,19.9659,15.78,69,2,5.82,PL,1722229604
513,masuguru,-11.3667,38.4167,20.34,74,0,1.07,TZ,1722229605
514,trujillo,-8.116,-79.03,16.98,88,100,2.06,PE,1722229014
515,arrifes,37.7667,-25.7,22.14,94,75,4.12,PT,1722229607
516,tavda,58.0425,65.2726,16.19,71,100,1.08,RU,1722229608
517,laiyang,36.9758,120.7136,32.75,70,100,3.98,CN,1722229610
518,hornsby bend,30.2474,-97.5833,27.4,90,20,2.57,US,1722229611
519,north shore,-36.8,174.75,14.7,80,100,4.92,NZ,1722229612
520,laojunmiao,39.8333,97.7333,27.61,22,0,7.27,CN,1722229613
521,nuku'alofa,-21.1333,-175.2,21.19,64,20,6.17,TO,1722229614
522,balsas,-7.5325,-46.0356,21.25,43,6,0.79,BR,1722229616
523,chinon,47.1667,0.3333,18.21,85,15,4.08,FR,1722229617
524,kaoma,-14.7833,24.8,10.23,23,0,1.17,ZM,1722229333
525,sinah,36.809,43.0389,30.85,27,0,1.73,IQ,1722229619
526,kendari,-3.945,122.4989,29.88,64,22,3.1,ID,1722229620
527,takeo,10.9167,104.8333,31.48,60,99,5.76,KH,1722229621
528,zhigalovo,54.8097,105.1578,31.2,41,2,0.86,RU,1722229623
529,lorengau,-2.0226,147.2712,29.28,70,52,3.55,PG,1722229624
530,bikenibeu village,1.3673,173.1241,29.98,66,20,2.57,KI,1722229625
531,maumere,-8.6199,122.2111,28.21,73,68,0.73,ID,1722229626
532,fort st. john,56.2499,-120.8529,16.72,64,90,3.03,CA,1722229627
533,hengchun,22.0042,120.7439,30.34,70,79,2.75,TW,1722229628
534,verkhnevilyuysk,63.4453,120.3167,22.6,70,86,1.45,RU,1722229630
535,ouarzazat,30.9189,-6.8934,27.48,15,72,2.38,MA,1722229631
536,fort mcmurray,56.7268,-111.381,22.73,60,0,3.6,CA,1722229551
537,sola,-13.8833,167.55,25.6,69,85,7.55,VU,1722229633
538,justo daract,-33.8594,-65.1828,4.21,39,15,3.25,AR,1722229634
539,caranan,13.5167,123.0156,28.29,72,45,3.44,PH,1722229636
540,sona,45.4388,10.8255,23.6,93,40,1.54,IT,1722229637
541,kristiansund,63.1115,7.732,14.03,93,75,2.06,NO,1722229638
542,rouyn-noranda,48.2398,-79.0288,19.05,68,0,2.57,CA,1722229471
543,huntington,38.4193,-82.4452,23.88,89,75,1.54,US,1722229503
544,kuching,1.55,110.3333,35.05,55,20,3.13,MY,1722229642
545,galle,6.0367,80.217,29.4,83,82,1.34,LK,1722229644
546,garoowe,8.4054,48.4845,27.03,49,80,11.98,SO,1722229645
547,yanam,16.7333,82.2167,31.54,65,74,4.13,IN,1722229646
548,amga,60.8953,131.9608,22.78,52,100,3.52,RU,1722229647
549,labytnangi,66.6572,66.4183,18.12,78,100,8.67,RU,1722229648
550,homer,59.6425,-151.5483,12.94,83,100,0.0,US,1722229650
551,changyon,38.2508,125.0961,28.78,82,100,4.56,KP,1722229651
552,sandnessjoen,66.0217,12.6316,15.06,90,75,1.54,NO,1722229393
553,baruun-urt,46.6806,113.2792,28.89,41,26,5.27,MN,1722229653
554,smithers,54.7804,-127.1743,14.18,100,100,2.06,CA,1722229654
555,vinukonda,16.05,79.75,33.33,49,61,7.13,IN,1722229656
556,sereflikochisar,38.9393,33.5386,19.62,49,0,3.56,TR,1722229657
557,okha,53.5739,142.9478,11.57,90,100,6.98,RU,1722229658
558,phalaborwa,-23.943,31.1411,13.99,87,0,3.84,ZA,1722229659
559,imbituba,-28.24,-48.6703,19.36,98,100,2.1,BR,1722229390
560,roma,43.2128,-75.4557,19.37,91,0,0.0,US,1722229564
561,salahonda,2.1019,-78.7217,26.11,87,85,2.68,CO,1722229663
562,arevalo,41.0626,-4.7204,24.06,45,44,8.16,ES,1722229665
563,la passe,45.5549,-0.8967,22.13,84,3,3.29,FR,1722229666
564,saku,36.2167,138.4833,34.51,36,100,3.04,JP,1722229667
565,burkburnett,34.0979,-98.5706,29.38,65,0,6.17,US,1722229583
566,dickinson,29.4608,-95.0513,28.32,93,40,2.57,US,1722229593
567,den burg,53.0542,4.7972,16.63,88,100,2.06,NL,1722229671
568,guateque,5.0062,-73.4727,9.89,98,38,1.74,CO,1722229672
569,kinel'-cherkassy,53.4706,51.4743,21.59,49,53,2.71,RU,1722229673
570,saint-francois,46.4154,3.9054,17.58,89,0,1.54,FR,1722229676
571,le port,-20.9373,55.2919,23.0,84,0,1.5,RE,1722229677
572,madaoua,14.073,5.96,24.46,79,27,3.88,NE,1722229678
573,kurchum,48.5722,83.6542,29.23,40,29,5.76,KZ,1722229679
574,arvayheer,46.2639,102.775,24.21,32,98,0.72,MN,1722229680
575,samarinda,-0.5,117.15,31.95,59,44,2.06,ID,1722229681
576,vilyuysk,63.7553,121.6247,22.58,63,71,2.01,RU,1722229683
577,starobin,52.7267,27.4606,15.35,72,37,9.76,BY,1722229684
578,bulawayo,-20.15,28.5833,10.68,11,0,3.07,ZW,1722229685
579,petrolina,-9.3986,-40.5008,22.03,73,0,5.66,BR,1722229388
580,palu,-0.8917,119.8707,30.61,73,41,1.94,ID,1722229687
581,lloydminster,53.2835,-110.0016,17.79,59,38,2.2,CA,1722229613
582,aginskoye,51.1,114.53,30.15,37,70,4.25,RU,1722229690
583,woolgoolga,-30.1106,153.2007,16.93,34,1,6.21,AU,1722229691
584,laghouat,33.8,2.8651,26.61,33,4,1.07,DZ,1722229692
585,perm,58.0174,56.2855,13.7,88,100,4.0,RU,1722229693
586,buala,-8.145,159.5921,27.37,78,87,4.28,SB,1722229694
587,calvinia,-31.4707,19.776,0.75,89,6,1.26,ZA,1722229695
588,san patricio,28.017,-97.5169,29.35,84,7,5.82,US,1722229697
589,champerico,14.3,-91.9167,25.0,89,100,4.81,GT,1722229698
